"pid","assessed_value"
2234,625034.710085286
2235,75048.3407260842
2236,587147.753071168
2237,146367.395215004
2238,625289.863287298
2239,195429.833575125
2240,324751.403921745
2241,329069.394949969
2242,263082.153544674
2243,728554.24607874
2244,130559.037824241
2245,1594344.12815821
2246,45658.8444660026
2247,372664.940757463
2248,27710.2253483696
2249,114791.477082302
2250,767650.593201549
2251,553306.946204565
2252,31965.973838155
2253,107644.80735042
2254,75666.7981547999
2255,273736.150842777
2256,846795.490279054
2257,85921.6468461686
2258,414928.803495525
2259,137641.892429556
2260,39630.8487586319
2261,153053.083076402
2262,418220.227128754
2263,315852.910661053
2264,2057813.71067503
2265,2714951.97713217
2266,238960.561514417
2267,8877.72842491895
2268,708596.324928031
2269,231100.467613753
2270,272042.514342941
2271,62319.3879137996
2272,255691.996178828
2273,111968.730183312
2274,147805.482948048
2275,219819.156641525
2276,123618.259255581
2277,152050.348738673
2278,2140746.18639929
2279,155041.009950936
2280,205628.062108015
2281,0
2282,1609807.54289791
2283,462241.004282888
2284,372395.60652378
2285,297291.040496508
2286,41446.5797103422
2287,401940.70478907
2288,23275.0333344375
2289,320434.075797691
2290,381134.982569641
2291,621834.839313879
2292,74469.6092285031
2293,203046.023286974
2294,244986.43733095
2295,99463.6333607058
2296,369823.429250736
2297,211603.782225178
2298,439878.262171103
2299,154769.715564107
2300,159976.41275559
2301,112091.491731398
2302,209555.33892098
2303,237040.7377716
2304,310007.107857196
2305,30712.4151027089
2306,320435.267474777
2307,330523.972625435
2308,39536.8388057036
2309,41492.4571197142
2310,480841.027429251
2311,210115.637096934
2312,336157.43277837
2313,137891.953285427
2314,282396.827545157
2315,135088.342006477
2316,467482.578526948
2317,65002.4330182048
2318,195318.594573739
2319,447584.018519221
2320,233616.565959098
2321,322709.943688331
2322,98686.8550143582
2323,646667.219449079
2324,278591.70813219
2325,109670.945511125
2326,205103.679790198
2327,38141.6904819092
2328,113344.997588164
2329,345203.08569978
2330,285461.128181087
2331,127775.542073736
2332,246167.944304599
2333,195514.091879269
2334,1043049.29293029
2335,323091.383350367
2336,184390.85090836
2337,282326.935197717
2338,379756.254830157
2339,219109.278059764
2340,94241.0911491067
2341,2147813.17907245
2342,345495.399525713
2343,217556.142273524
2344,443716.039503159
2345,280183.015928921
2346,191698.405572467
2347,136550.634230949
2348,314539.142516251
2349,96387.3872420523
2350,123957.452254401
2351,117442.699640158
2352,90423.0292969432
2353,213061.535085322
2354,252074.414342175
2355,65440.6956381149
2356,289902.343685389
2357,190421.565095524
2358,194856.508613071
2359,302647.710631214
2360,103846.901560868
2361,203666.693602142
2362,197390.046541429
2363,736025.231778212
2364,66101.3678182915
2365,178359.023458816
2366,964291.706587377
2367,74416.9448789078
2368,128471.149746947
2369,572694.887580122
2370,128334.696615828
2371,73901.6725741572
2372,126606.439683894
2373,8779.96733622474
2374,52973.2308508126
2375,394052.17097983
2376,219287.068077004
2377,230344.074676677
2378,242724.67364089
2379,1261606.20100748
2380,156769.699885144
2381,140475.549285721
2382,106922.470635772
2383,322459.619961137
2384,203990.411554971
2385,66330.5377223823
2386,133468.857790831
2387,202337.143709353
2388,145972.924184537
2389,38907.7475042257
2390,33691.6140648273
2391,514202.493875419
2392,252892.105661223
2393,158194.741763052
2394,315085.727764324
2395,250928.228874892
2396,202116.737359718
2397,292740.652776944
2398,179980.339743933
2399,819117.511102235
2400,421465.709129795
2401,264665.511973114
2402,33936.267542131
2403,530357.087330562
2404,296023.754057736
2405,155328.341349267
2406,74527.9903641886
2407,7850.98535771243
2408,976228.714553486
2409,378636.67600706
2410,225205.304954796
2411,251194.847806491
2412,232174.186632418
2413,311788.389445796
2414,238353.869100252
2415,353523.005867894
2416,229560.74371282
2417,35451.5119201334
2418,535809.858962278
2419,265994.728461731
2420,553525.910990917
2421,309175.754334223
2422,344851.584179186
2423,117047.933154452
2424,102330.496260561
2425,371369.587958835
2426,129653.155797554
2427,138618.162057477
2428,338684.738828231
2429,345097.83968421
2430,225949.478746341
2431,230937.078734826
2432,82127.9843064469
2433,223197.65861402
2434,491614.389338836
2435,152380.606851485
2436,203793.936406448
2437,92731.2204650008
2438,196127.295361718
2439,102856.408902296
2440,110642.139253041
2441,74656.0399356851
2442,111303.979990441
2443,176140.99497083
2444,50571.2786068195
2445,178226.063237549
2446,157725.219958249
2447,405103.200124097
2448,245956.471253523
2449,406309.685529561
2450,146060.420914114
2451,110940.270551526
2452,493098.859720825
2453,277711.257291313
2454,153544.607904613
2455,225722.116199306
2456,280972.599209003
2457,152917.396646113
2458,90319.4447818317
2459,147170.28221812
2460,209477.041472145
2461,350026.651582985
2462,116557.314208319
2463,386901.598899799
2464,200285.166215616
2465,90028.8203164783
2466,106190.615344597
2467,225480.773122948
2468,370445.799578486
2469,119249.484725426
2470,314291.092218992
2471,538862.297305739
2472,127351.412377136
2473,138313.457141388
2474,188230.819470366
2475,468115.700631197
2476,831346.615404371
2477,35653.9130844446
2478,202888.148835006
2479,55269.4097244195
2480,29040.2126659604
2481,454606.052337415
2482,174780.57248427
2483,99348.3152936743
2484,204006.415995732
2485,233505.837847842
2486,175762.239073317
2487,54630.3661875863
2488,138818.688090445
2489,122810.305445518
2490,155428.97872173
2491,816496.510846716
2492,15569.3911445331
2493,597874.808321976
2494,186703.826654738
2495,465939.728120537
2496,481803.2187202
2497,396563.335121464
2498,318733.265842206
2499,600067.342787449
2500,76350.6125070374
2501,44799.5478576029
2502,203452.613329118
2503,648619.278624606
2504,216161.102516584
2505,94556.0477805048
2506,356810.913358004
2507,354498.211102919
2508,472940.695147115
2509,30491.5926831189
2510,56884.7608413389
2511,152803.840397772
2512,134557.427176531
2513,817222.081494586
2514,242182.203642817
2515,485765.617660223
2516,131354.12870879
2517,24300.287015159
2518,269773.409886244
2519,88426.8095533698
2520,152387.078030521
2521,199080.363410429
2522,205650.627908152
2523,198616.219018787
2524,360678.051713906
2525,26288.4249256916
2526,153269.384805539
2527,90210.3591711372
2528,621123.295120909
2529,419458.638259417
2530,244385.219065737
2531,171802.848230295
2532,148175.583002858
2533,142892.992358705
2534,115744.452510186
2535,223678.580823411
2536,0
2537,380562.190420374
2538,371552.69201838
2539,107917.743863082
2540,507445.905351414
2541,437046.657698404
2542,187556.779882638
2543,374617.449011804
2544,439821.296163905
2545,140956.226379845
2546,344158.704013335
2547,243136.45847434
2548,73844.0677066445
2549,163291.157223459
2550,280898.547542964
2551,884351.915011571
2552,218352.705700865
2553,118381.836348181
2554,578186.287893778
2555,278588.066707407
2556,288458.129185535
2557,229462.942411802
2558,177069.115753031
2559,209418.036421527
2560,274099.535527779
2561,168161.965084605
2562,331107.723760532
2563,170849.388380779
2564,1089929.22872938
2565,155857.257028705
2566,250201.432628401
2567,400779.346031175
2568,186808.566482899
2569,273452.951290819
2570,208639.35560704
2571,76726.7726256248
2572,132117.016106094
2573,140514.273672308
2574,168711.754655153
2575,227756.236680245
2576,157734.011166563
2577,179796.532661205
2578,40208.1766284576
2579,510118.268202237
2580,177156.322016151
2581,232755.245233971
2582,339296.645284644
2583,267519.639837499
2584,148970.98655273
2585,123021.021287943
2586,305367.830937041
2587,160790.515736717
2588,48380.3893801764
2589,216765.796739199
2590,128830.49113868
2591,130747.283975619
2592,276782.52260278
2593,107314.619709128
2594,120047.462569791
2595,218347.423610881
2596,415076.719093124
2597,166636.184256211
2598,127041.312184739
2599,165503.794082306
2600,420311.91710147
2601,81313.7790148502
2602,539958.209325026
2603,279360.811682325
2604,201814.37919205
2605,169995.670554439
2606,164404.938768724
2607,302170.562506352
2608,124719.135612369
2609,949339.910804493
2610,169310.978282986
2611,1034203.31387916
2612,465635.760189015
2613,354084.541139851
2614,1024176.6765111
2615,182117.636994513
2616,44801.323418435
2617,137717.236546344
2618,225791.873511732
2619,216786.255168863
2620,116885.714870081
2621,50847.3379160665
2622,136749.377701594
2623,145994.04271202
2624,45939.6715606855
2625,184301.353710808
2626,139701.764293355
2627,188218.185007493
2628,64592.3493959164
2629,318918.483007955
2630,322461.682427735
2631,256794.189318223
2632,245013.339770905
2633,97352.118040816
2634,110754.830653447
2635,537409.852343241
2636,243585.525455595
2637,300425.231283778
2638,767436.122453816
2639,293435.010701671
2640,193749.882903905
2641,139283.09818751
2642,91233.2089525425
2643,325119.577601488
2644,389382.771327613
2645,366357.201204084
2646,43701.8383269642
2647,121155.766330755
2648,25320.673641463
2649,546067.722372976
2650,179626.404657691
2651,438977.901758371
2652,47697.0496602408
2653,200206.041750123
2654,491926.83262301
2655,209034.361702244
2656,151324.240777728
2657,71350.2178618083
2658,1156575.04973683
2659,205092.954794206
2660,134331.139173811
2661,21355.4185257294
2662,118500.777382903
2663,154887.18936755
2664,972500.088597719
2665,167799.810153742
2666,180058.508959947
2667,265176.533421583
2668,166162.449207691
2669,111123.1035794
2670,413773.50399392
2671,265296.358039865
2672,195906.453428238
2673,17499.2856054783
2674,56648.7965285269
2675,0
2676,382605.671269779
2677,208283.013172383
2678,105860.442263196
2679,123575.783210015
2680,59553.6440907541
2681,104781.171375099
2682,120835.139456739
2683,232827.712958293
2684,315401.818339013
2685,116641.333150414
2686,309665.356416646
2687,123967.664813071
2688,685459.190156053
2689,393585.546900154
2690,559706.575955018
2691,266393.73286797
2692,123835.116227744
2693,147716.824182486
2694,0
2695,139502.361804224
2696,155125.930445464
2697,69607.3928006587
2698,199086.284526669
2699,343052.538692962
2700,90388.8804473237
2701,355887.925006132
2702,84047.2964917268
2703,1019997.31991672
2704,265810.613014154
2705,533992.810981047
2706,256453.170557915
2707,1395059.43977248
2708,379164.97809104
2709,724162.572580491
2710,42136.9631296558
2711,74145.6253175315
2712,167563.999848719
2713,228495.915813035
2714,198280.392069701
2715,834974.966722556
2716,135548.967476374
2717,155756.866790741
2718,303403.17515818
2719,247630.095688707
2720,104154.010962785
2721,166607.670876239
2722,72019.9116101721
2723,116144.406879995
2724,266735.934472033
2725,54931.1179239955
2726,435322.813613074
2727,395681.827225366
2728,246949.994078786
2729,236652.852338258
2730,219055.679429887
2731,496520.827150189
2732,349679.178016887
2733,144397.248400407
2734,171132.149993248
2735,699184.235314788
2736,136407.17152122
2737,252658.78789393
2738,201008.942326382
2739,293765.826080362
2740,220487.101090553
2741,146580.739594557
2742,176131.987429038
2743,475895.944088058
2744,843940.190316302
2745,326514.827252254
2746,153706.20550263
2747,137829.69177054
2748,167435.829949234
2749,214335.622568043
2750,291176.773238589
2751,246769.792199565
2752,195827.20692899
2753,246866.581524899
2754,208272.605442213
2755,125812.124874119
2756,214753.73706605
2757,193856.869321932
2758,162367.154574218
2759,174043.678707961
2760,902471.046179987
2761,441808.041648677
2762,294133.537552751
2763,197308.127830158
2764,421691.392678979
2765,178476.45962616
2766,101670.85296948
2767,799146.818423843
2768,359812.405057981
2769,94931.2797937075
2770,205206.989796209
2771,243905.855323348
2772,136894.519805979
2773,72330.5408624941
2774,109948.301860414
2775,150099.783375619
2776,97402.8629894095
2777,524773.192588806
2778,90554.1211733806
2779,92509.5808744334
2780,2319616.38521533
2781,83533.6882712047
2782,284974.415912927
2783,230963.85840686
2784,154100.511139215
2785,485265.084415413
2786,148740.453892065
2787,38950.4938372017
2788,564433.437756699
2789,65079.5798438648
2790,100756.107626069
2791,143965.422196942
2792,157276.403331727
2793,159239.72174926
2794,101088.011680345
2795,276273.865000137
2796,321985.723936747
2797,123193.789816797
2798,0
2799,83970.5824333684
2800,123071.982811331
2801,51910.7641011867
2802,1492100.78025627
2803,996318.562585708
2804,315455.902248438
2805,153433.855278171
2806,229298.5986997
2807,297198.40633571
2808,961930.922575866
2809,138045.099140064
2810,273129.565499253
2811,198479.821104462
2812,190868.125291249
2813,158782.682658771
2814,239049.211850111
2815,440360.572947297
2816,216399.451350586
2817,22359.0430031234
2818,132472.38361436
2819,181186.729002432
2820,554109.06022308
2821,332218.479900552
2822,0
2823,243603.458623312
2824,73143.591606622
2825,229068.489513893
2826,233063.240362853
2827,182343.379101062
2828,327631.247883356
2829,278901.901068853
2830,76610.8498982548
2831,39593.5826931082
2832,248642.871342435
2833,262443.694150119
2834,77377.6003745206
2835,48845.3435463704
2836,436234.998749052
2837,233689.894493948
2838,164972.941913646
2839,289452.493232624
2840,134931.930043038
2841,313099.738675163
2842,238179.615813033
2843,1679723.85049075
2844,780342.120307712
2845,348864.924853466
2846,488005.944017024
2847,213504.383145234
2848,7335.32061191229
2849,198007.638391168
2850,211500.338702918
2851,255394.138438482
2852,563366.442228658
2853,169673.466839816
2854,512104.616970858
2855,710065.711429547
2856,351755.950773745
2857,0
2858,78400.0590770813
2859,178423.322454996
2860,219580.248742357
2861,136888.1906349
2862,159680.644427813
2863,132906.885822223
2864,1046201.0343909
2865,168117.98307325
2866,420870.671554444
2867,622626.505667135
2868,215513.491880366
2869,145225.724807158
2870,229881.860189788
2871,126416.696891701
2872,116466.728134179
2873,456949.366422227
2874,306727.228594883
2875,1060944.17986985
2876,197286.807406337
2877,744365.828894139
2878,142823.669099894
2879,177228.828317865
2880,554753.308902332
2881,31374.1716149765
2882,140285.145321691
2883,76971.6846716281
2884,468450.757506069
2885,250729.60412262
2886,47442.4929860051
2887,240593.916976754
2888,450098.632147849
2889,196593.550484919
2890,122292.086349241
2891,71966.3769120247
2892,97586.2317840733
2893,426371.15416737
2894,75763.1755344637
2895,231136.926113176
2896,303973.052929327
2897,702493.00277354
2898,68235.4826346761
2899,182834.966261182
2900,69409.346996421
2901,21840.0644654264
2902,95945.6204803216
2903,264997.966313543
2904,109925.597349118
2905,280940.241435703
2906,300952.631703766
2907,22815.7228135476
2908,417733.715989435
2909,196657.575168381
2910,263338.226006489
2911,192915.97901943
2912,160893.186193771
2913,914038.547971817
2914,279733.574024842
2915,52897.8584831821
2916,360684.785570376
2917,308181.160512266
2918,92550.0479847987
2919,461374.868517822
2920,190422.208566665
2921,101080.105967336
2922,0
2923,225545.152682142
2924,711514.638528323
2925,189959.091395809
2926,87111.1272599288
2927,228020.398388853
2928,210498.084923439
2929,302245.565773515
2930,247276.47841316
2931,72337.3835332988
2932,70806.4202839723
2933,241783.490178635
2934,136228.649002973
2935,232466.956258582
2936,1104253.45462685
2937,131401.479770482
2938,273875.26594836
2939,404047.531576537
2940,254912.254994193
2941,0
2942,174752.936612944
2943,223725.531059067
2944,265382.557681055
2945,82803.2796564725
2946,160552.819060217
2947,337828.932124043
2948,455651.754027751
2949,202884.443387403
2950,158113.881661224
2951,325479.295406757
2952,81031.8733658696
2953,737378.90490761
2954,327885.97756932
2955,189261.128868807
2956,557349.589243566
2957,79436.4608742231
2958,144616.268622878
2959,43001.8160625736
2960,115816.176143041
2961,982948.278622068
2962,443878.96774241
2963,1482144.89460556
2964,11156.6834181499
2965,186389.182373421
2966,132878.892848572
2967,93529.9654306516
2968,50135.9714016835
2969,264948.769764058
2970,457095.167799762
2971,51759.2106534939
2972,135861.363289947
2973,0
2974,130979.265858228
2975,318009.908934942
2976,419118.799880728
2977,82069.2165752782
2978,564897.280036838
2979,84455.3755048048
2980,278707.251771254
2981,578367.841844949
2982,64028.2895178074
2983,88755.2632735032
2984,420084.038520397
2985,203181.12319315
2986,116454.842133951
2987,713224.381622921
2988,222228.61764441
2989,124804.893465781
2990,231264.021726743
2991,163640.866311104
2992,186242.655224309
2993,213398.489310489
2994,30816.8423812404
2995,185620.622083238
2996,149871.44896328
2997,794158.653480669
2998,48845.5614388004
2999,378356.538742375
3000,9276.94600756554
3001,183686.949686007
3002,133944.071965102
3003,538588.052770921
3004,138776.153492842
3005,118501.840887564
3006,885365.603441699
3007,346624.128468986
3008,198403.050199137
3009,224487.089987352
3010,227134.810777672
3011,108186.445374002
3012,2332099.67292498
3013,262191.04616733
3014,153527.761508733
3015,350745.122029056
3016,176479.112700874
3017,55554.8568689329
3018,78482.1913118637
3019,25805.0597719161
3020,106374.186902951
3021,204161.7672133
3022,312514.788851613
3023,196540.393606292
3024,174030.554604413
3025,155764.16441246
3026,96179.0387971222
3027,118567.941899827
3028,238452.992448945
3029,228133.327341046
3030,801012.803073567
3031,408842.330553935
3032,171172.927877534
3033,371578.260980758
3034,275523.760414816
3035,116271.593800321
3036,145427.864864557
3037,231693.497649134
3038,2386286.78447177
3039,242092.840315307
3040,162627.551937715
3041,106624.938540097
3042,106114.274242828
3043,361113.201587202
3044,859654.41078735
3045,416248.528580562
3046,156659.187415346
3047,86539.8311067141
3048,239079.074120437
3049,628933.174236606
3050,72962.7424538343
3051,222868.954163599
3052,266885.241268882
3053,37686.828923904
3054,309606.143614658
3055,320131.783758583
3056,134622.671352061
3057,140538.154982906
3058,1974936.28939517
3059,643035.532501028
3060,1822355.82868978
3061,25046.853073377
3062,51677.5317411575
3063,297249.664340593
3064,0
3065,60356.8691794371
3066,1521836.62549949
3067,186380.691643079
3068,225832.92390386
3069,19818.1856038904
3070,999755.58764148
3071,400229.956272435
3072,872971.720859748
3073,361124.166103599
3074,310408.892950069
3075,86435.6369850228
3076,238464.815469956
3077,92183.3686089729
3078,43994.2359236749
3079,501676.739529504
3080,32789.954619455
3081,111513.00522411
3082,109728.286389775
3083,489135.3711391
3084,110518.416360282
3085,334673.059746367
3086,32681.2567386716
3087,193380.207756221
3088,15029.7135014586
3089,11720.6945909071
3090,113255.168302328
3091,75919.1604146249
3092,578349.928458169
3093,265079.62600916
3094,113896.587449389
3095,265301.624605531
3096,289110.314535072
3097,347248.751456616
3098,266446.68180682
3099,195745.517965516
3100,22574.5580864723
3101,315235.332127412
3102,185779.34052104
3103,275371.979914811
3104,302406.478761521
3105,193966.727987172
3106,376677.93895155
3107,66934.5079200958
3108,68945.427989674
3109,55543.5225416676
3110,236650.770637468
3111,141976.779970308
3112,209110.824939453
3113,877343.278160251
3114,153898.381183256
3115,221307.304626048
3116,239995.130586714
3117,2194937.93538093
3118,103039.117700062
3119,236675.364961227
3120,420523.79701665
3121,278638.72624808
3122,197334.220207476
3123,1049184.13005234
3124,174517.360725303
3125,177548.150990515
3126,616715.477854163
3127,446885.49271425
3128,331231.403255526
3129,501054.600946819
3130,79536.1708349033
3131,829815.006149848
3132,0
3133,205349.278116697
3134,281027.696902398
3135,130723.535946225
3136,58387.3837825172
3137,730224.424393306
3138,91775.1645129792
3139,320016.086695149
3140,347927.756806733
3141,75034.4748433641
3142,659871.730239401
3143,593627.602846466
3144,408881.385220694
3145,356693.98988105
3146,61593.1112869502
3147,213424.226050406
3148,255820.635015923
3149,1732343.02262513
3150,662964.207124018
3151,53797.7824345969
3152,26310.7517509325
3153,442066.196568289
3154,433860.267782851
3155,996007.312215092
3156,253694.480602256
3157,239425.775048539
3158,133806.755092578
3159,63691.7090040226
3160,135769.016326772
3161,224371.262685015
3162,433092.825650799
3163,587922.659074729
3164,210594.667047487
3165,127834.059643861
3166,235692.075827297
3167,93473.3501159167
3168,1695794.4109596
3169,104667.15407344
3170,41995.7584024666
3171,211682.274457225
3172,143575.379487823
3173,263843.93401889
3174,312103.573929214
3175,123284.985064502
3176,159639.733567618
3177,363169.87348705
3178,235086.123719248
3179,99882.7229842578
3180,963845.173730429
3181,138486.340009736
3182,713440.639196697
3183,80962.3675195483
3184,216552.181645032
3185,131652.321825474
3186,192089.979826713
3187,147030.349551314
3188,253396.428362191
3189,164655.88521475
3190,26856.6694089514
3191,48454.0375746691
3192,480456.598741172
3193,39874.4016642675
3194,273855.177451761
3195,197949.920016375
3196,235491.427601851
3197,488893.546163811
3198,566973.990514067
3199,242951.722760399
3200,68711.2169484535
3201,227535.646226352
3202,657949.213472497
3203,107804.888017893
3204,154939.245486765
3205,724556.526139282
3206,708776.897881057
3207,248069.580615614
3208,23539.3059424289
3209,63035.1221681729
3210,147196.750957825
3211,121540.127283105
3212,917170.012734686
3213,244978.996468706
3214,186265.137125722
3215,784214.996113392
3216,74021.6525375843
3217,107967.027334287
3218,84670.0501168258
3219,0
3220,268732.582649499
3221,194243.743277929
3222,74471.9692362066
3223,237122.467205613
3224,107525.145467753
3225,252239.055465219
3226,151076.11169804
3227,180198.516897116
3228,229891.601716026
3229,50203.6211781441
3230,95317.6282671574
3231,136670.167329771
3232,161124.289908067
3233,86184.7615888828
3234,252545.794829717
3235,284765.741330026
3236,262237.701733023
3237,211998.230549896
3238,121187.047417464
3239,292952.894477005
3240,33370.674940695
3241,580888.774806417
3242,80216.2171857385
3243,302630.797047585
3244,0
3245,31327.1152126986
3246,167400.585573362
3247,219304.847019457
3248,167881.731171564
3249,376754.666335374
3250,187386.292641809
3251,323073.839072936
3252,185551.72535056
3253,154167.588204136
3254,142217.697978505
3255,209340.042838854
3256,708758.218133748
3257,394552.478300267
3258,138793.812928962
3259,407266.461502616
3260,101425.843361295
3261,123886.3523218
3262,32390.8772541111
3263,301091.161467955
3264,117019.193153377
3265,610253.397246124
3266,145104.154736863
3267,53198.8457245507
3268,307448.721196615
3269,101627.021712741
3270,37936.142435166
3271,232684.397491899
3272,181238.894524454
3273,203392.998071262
3274,222209.552400287
3275,88766.4867717164
3276,144713.478484854
3277,392968.804812993
3278,151163.186331468
3279,65463.6874907419
3280,270277.945291521
3281,328772.241881956
3282,460100.149266957
3283,236224.640523492
3284,255799.264185918
3285,107757.013534592
3286,391729.093003796
3287,834745.882085092
3288,0
3289,241910.652324896
3290,531140.370817013
3291,107065.566673809
3292,20317.8571982099
3293,60197.3615589761
3294,193365.470728272
3295,348030.531573414
3296,102495.597333445
3297,2728980.04679082
3298,253206.739384233
3299,115818.853266255
3300,33423.5779548056
3301,394485.05672038
3302,222225.828572274
3303,255972.859713425
3304,467429.955365639
3305,133865.794719764
3306,1273059.91839258
3307,14469.1374488738
3308,310742.36731964
3309,505327.256431325
3310,66568.4337162847
3311,171677.487764215
3312,154945.009046395
3313,166863.162223448
3314,90598.499046434
3315,147807.087588308
3316,228343.60985009
3317,197456.610413299
3318,357505.559629246
3319,258663.237782868
3320,136927.388466467
3321,18852.3467669409
3322,193873.24629292
3323,995492.661877588
3324,1027375.20680161
3325,426099.801609993
3326,114483.037257923
3327,100859.380267654
3328,94754.2565388087
3329,889195.693833466
3330,212632.558678841
3331,35980.1036088204
3332,134010.300489224
3333,21861.2050521523
3334,397337.30998351
3335,307905.483225956
3336,70606.8385295898
3337,315871.339508143
3338,75291.4785661514
3339,399566.020963455
3340,155441.735864798
3341,65474.6257560221
3342,756135.708448649
3343,120136.50430377
3344,140026.624949983
3345,599983.037400418
3346,60972.3039158354
3347,63742.1190309133
3348,140044.748633611
3349,211820.877857824
3350,186204.72360537
3351,1122963.53590643
3352,412878.898395586
3353,644836.897931782
3354,587906.922713507
3355,36865.0044314151
3356,148470.943121248
3357,94882.2070299094
3358,239691.230585548
3359,1065612.83700753
3360,95343.1943006526
3361,96545.5777146961
3362,150668.042532944
3363,197838.006490257
3364,351696.17111488
3365,966879.086140523
3366,201318.559693128
3367,379808.894244222
3368,264507.787249637
3369,19982.8295416004
3370,145648.854309183
3371,361922.527532734
3372,42579.5079222221
3373,419651.345821339
3374,229698.503887509
3375,114772.632616305
3376,316772.833825758
3377,82708.1365328937
3378,185014.981092115
3379,20564.2816132748
3380,555992.31883453
3381,36725.8891722675
3382,94177.0601317125
3383,234740.319266811
3384,192568.752218451
3385,204148.285200808
3386,78103.2167281785
3387,353486.467345595
3388,337560.473947458
3389,129728.427397981
3390,143340.876338106
3391,265004.257109049
3392,203727.628067635
3393,742583.12334425
3394,93804.4832156049
3395,598221.075481059
3396,41661.1361603188
3397,74345.0304530332
3398,257853.683292386
3399,700879.082651248
3400,503290.515940407
3401,181521.010529733
3402,4584.45611342735
3403,189198.436920485
3404,129036.960554125
3405,20053.1934686854
3406,1043921.26639869
3407,337884.898059494
3408,1115355.58093953
3409,327386.481308226
3410,217891.438784933
3411,103118.689740307
3412,141565.383656293
3413,191764.036222782
3414,237036.96616383
3415,395411.550973794
3416,47491.2780875162
3417,408715.220912103
3418,491108.879138568
3419,802886.20350939
3420,43910.4227744244
3421,103121.670862608
3422,344135.037192738
3423,84795.9347286795
3424,481496.708660568
3425,420959.115626613
3426,113848.063785272
3427,391087.87728689
3428,239345.144370121
3429,436211.073463272
3430,677426.126221851
3431,226435.078038184
3432,99605.8619893786
3433,39804.465071092
3434,221895.709377556
3435,327024.243460664
3436,196432.420769312
3437,105299.241545793
3438,228086.979977199
3439,214411.205694491
3440,53845.6244536736
3441,132235.674029713
3442,259741.429871077
3443,167529.591016659
3444,0
3445,268006.745782075
3446,382139.715477943
3447,412291.783416668
3448,314938.611257849
3449,300100.060704072
3450,188719.714120522
3451,255459.832886604
3452,268102.344653531
3453,474255.543361048
3454,837405.259724823
3455,246469.22080753
3456,354798.757185461
3457,234967.288611474
3458,718534.325051032
3459,602727.657994862
3460,23953.7182616844
3461,389777.083018407
3462,6313.73551514954
3463,231546.579255783
3464,152401.704630847
3465,827964.971352431
3466,201110.090804577
3467,264342.435670872
3468,326002.696236203
3469,175650.632596751
3470,911045.859159457
3471,281544.074258674
3472,126425.852649024
3473,179078.430348742
3474,56180.9933810007
3475,12264.2462350698
3476,271622.017921649
3477,417913.455022068
3478,465925.478709135
3479,432424.756148599
3480,280277.847841007
3481,290002.034644284
3482,563070.912938571
3483,166217.509899369
3484,281910.12395183
3485,223072.804991072
3486,30834.2991402139
3487,227179.807095492
3488,328327.238974769
3489,299756.826917936
3490,359565.42325633
3491,792075.675281147
3492,36763.6653842377
3493,342705.178693006
3494,374122.43211673
3495,633197.51763761
3496,1189448.52822489
3497,98081.697831966
3498,928752.354521853
3499,131172.074201647
3500,86005.4010428715
3501,95184.3500090959
3502,99368.7011348816
3503,104730.178328031
3504,291896.640873842
3505,43944.1087811827
3506,556409.026817367
3507,365558.990188387
3508,186274.762803641
3509,83199.6873675977
3510,487521.386715405
3511,459096.177020433
3512,196029.93463286
3513,42644.4807729284
3514,122805.203712952
3515,17605.478764178
3516,215591.399373033
3517,401285.115029507
3518,184818.352374848
3519,19681.6373633254
3520,84533.7879524426
3521,208101.033739671
3522,525884.355384916
3523,156681.582241528
3524,275763.364688959
3525,579439.841907879
3526,111681.092978595
3527,154874.258224705
3528,169224.112567952
3529,94665.7376603869
3530,426215.887193787
3531,161833.048207331
3532,286133.673114157
3533,263569.518157605
3534,61528.9527488064
3535,313905.039076167
3536,53358.7898886378
3537,58434.1896732612
3538,189180.296851769
3539,177384.381920533
3540,435746.441374085
3541,301868.004115604
3542,319549.511806835
3543,281208.975264692
3544,195794.837888371
3545,128739.525731967
3546,168916.028551221
3547,152830.690105401
3548,289465.153923774
3549,106398.647178696
3550,42615.4885393097
3551,322449.261812698
3552,440228.12932533
3553,34404.6913110581
3554,1005174.92120204
3555,209673.900593407
3556,237204.282307336
3557,666514.949386706
3558,157815.720628964
3559,119126.082192597
3560,786478.301223233
3561,167053.559033321
3562,313452.361761286
3563,71264.0585766634
3564,1308924.29556972
3565,114297.350587206
3566,135228.924300225
3567,1071123.16078299
3568,128179.20754803
3569,316362.239213489
3570,768663.220031473
3571,264673.989064772
3572,209785.970099149
3573,285316.693234347
3574,450308.284512024
3575,210318.350767805
3576,639209.231507932
3577,103563.85644512
3578,38599.790538525
3579,117749.858196747
3580,1833.5552326442
3581,410895.879831384
3582,226704.398565325
3583,125340.733731422
3584,166691.167407993
3585,219057.60164184
3586,17779.8222096621
3587,262483.588151294
3588,418854.506439119
3589,149815.274547729
3590,151262.341462957
3591,571890.256708387
3592,131798.310518883
3593,278307.134793402
3594,122512.860285251
3595,88525.6104741094
3596,104081.790423443
3597,342463.579910017
3598,339066.933949816
3599,231581.359878297
3600,60101.4966767435
3601,54905.6892113833
3602,624506.34844786
3603,247043.379433101
3604,688321.284189506
3605,150820.889495384
3606,145888.791881598
3607,247207.566359427
3608,23987.9362367693
3609,128369.323381679
3610,414153.489568397
3611,530814.936810688
3612,343612.491877567
